ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
CRAWFJA01 ,2008,Jamal,Crawford,GSW,N,54,2085,1064,21,155,176,240,48,13,122,79,853,346,298,265,317,107
CRAWFJA01 ,2008,Jamal,Crawford,NYK,N,11,393,216,2,15,17,48,9,0,26,13,169,73,46,35,77,35
CRAWFJA01 ,2008,Jamal,Crawford,TOT,N,65,2478,1280,23,170,193,288,57,13,148,92,1022,419,344,300,394,142
CrawfJo01 ,2008,Joe,Crawford,NYK,N,2,23,9,1,3,4,1,1,0,0,2,10,3,2,2,4,1
CrittJa01 ,2008,Javaris,Crittenton,WAS,N,56,1132,298,53,108,161,145,39,6,79,96,270,124,81,48,14,2
CrittJa01 ,2008,Javaris,Crittenton,MEM,N,7,44,19,4,2,6,5,1,0,3,5,15,7,11,5,1,0
CrittJa01 ,2008,Javaris,Crittenton,TOT,N,63,1176,317,57,110,167,150,40,6,82,101,285,131,92,53,15,2
CROSHAU01 ,2008,Austin,Croshere,SAS,N,3,23,4,4,6,10,3,0,0,2,1,9,2,1,0,4,0
CROSHAU01 ,2008,Austin,Croshere,MIL,N,11,78,36,7,17,24,6,1,1,4,4,30,12,11,7,11,5
CROSHAU01 ,2008,Austin,Croshere,TOT,N,14,101,40,11,23,34,9,1,1,6,5,39,14,12,7,15,5
CURRYED01 ,2008,Eddy,Curry,NYK,N,3,12,5,0,4,4,0,0,0,2,5,2,2,3,1,0,0
DALEMSA01 ,2008,Samuel,Dalembert,PHI,N,82,2036,523,214,487,701,18,33,146,117,248,434,216,124,91,2,0
DAMPIER01 ,2008,Erick,Dampier,DAL,N,80,1837,454,216,349,565,77,24,95,74,191,280,182,141,90,0,0
DANIEAN01 ,2008,Antonio,Daniels,WAS,N,13,289,66,0,22,22,47,7,0,13,14,45,18,33,25,11,5
DANIEAN01 ,2008,Antonio,Daniels,NOH,N,61,736,234,5,50,55,130,19,1,49,41,191,81,67,55,49,17
DANIEAN01 ,2008,Antonio,Daniels,TOT,N,74,1025,300,5,72,77,177,26,1,62,55,236,99,100,80,60,22
DANIEMA01 ,2008,Marquis,Daniels,IND,N,54,1699,733,80,168,248,114,62,26,94,120,689,311,129,93,90,18
DavidJe01 ,2008,Jermareo,Davidson,GSW,N,14,110,42,10,24,34,1,2,3,5,12,35,17,17,8,0,0
DAVISBA01 ,2008,Baron,Davis,LAC,N,65,2242,968,46,192,238,501,108,35,193,193,959,355,210,159,328,99
DavisGl01 ,2008,Glen,Davis,BOS,N,76,1637,530,121,180,301,69,53,19,71,230,450,199,178,130,5,2
DavisPa01 ,2008,Paul,Davis,LAC,N,27,321,107,28,39,67,12,10,3,13,44,98,40,34,27,1,0
DAVISRI01 ,2008,Ricky,Davis,LAC,N,36,789,232,9,51,60,82,19,5,39,63,245,83,36,31,111,35
DENGLU01  ,2008,Luol,Deng,CHI,N,49,1666,690,80,215,295,94,60,25,72,85,591,265,191,152,20,8
DiawaYa01 ,2008,Yakhouba,Diawara,MIA,N,63,847,213,26,56,82,27,13,6,16,75,217,76,19,10,163,51
DIAWBO01  ,2008,Boris,Diaw,TOT,N,81,2752,1072,118,314,432,333,61,53,215,202,884,448,147,101,181,75
DIAWBO01  ,2008,Boris,Diaw,PHO,N,22,536,183,24,60,84,46,11,9,37,39,141,80,26,18,14,5
DIAWBO01  ,2008,Boris,Diaw,CHR,N,59,2216,889,94,254,348,287,50,44,178,163,743,368,121,83,167,70
DIENETR01 ,2008,Travis,Diener,IND,N,55,718,206,6,80,86,122,26,5,21,42,179,74,15,12,118,46
DIOGUIK01 ,2008,Ike,Diogu,TOT,N,29,215,119,26,30,56,3,3,3,12,23,74,39,53,40,2,1
DIOGUIK01 ,2008,Ike,Diogu,POR,N,19,71,27,12,5,17,0,1,2,6,9,19,6,20,15,0,0
DIOGUIK01 ,2008,Ike,Diogu,SAC,N,10,144,92,14,25,39,3,2,1,6,14,55,33,33,25,2,1
DIOPDE01  ,2008,DeSagana,Diop,CHR,N,41,584,114,69,86,155,19,17,31,28,73,113,52,36,10,0,0
DIOPDE01  ,2008,DeSagana,Diop,DAL,N,34,451,56,45,73,118,13,12,25,11,55,58,22,29,12,0,0
DIOPDE01  ,2008,DeSagana,Diop,TOT,N,75,1035,170,114,159,273,32,29,56,39,128,171,74,65,22,0,0
DIXONJU01 ,2008,Juan,Dixon,WAS,N,50,815,261,8,59,67,118,35,6,70,74,256,101,39,34,75,25
DOOLIKE01 ,2008,Keyon,Dooling,NJN,N,77,2073,748,24,131,155,270,71,8,105,135,598,261,154,127,235,99
DorseJo01 ,2008,Joey,Dorsey,HOU,N,3,6,2,0,1,1,1,0,0,0,0,2,1,0,0,0,0
DoubyQu01 ,2008,Quincy,Douby,TOR,N,7,72,31,3,4,7,12,3,0,7,4,22,12,4,3,9,4
DoubyQu01 ,2008,Quincy,Douby,SAC,N,20,227,84,3,22,25,13,2,5,6,23,88,30,15,14,37,10
DoubyQu01 ,2008,Quincy,Douby,TOT,N,27,299,115,6,26,32,25,5,5,13,27,110,42,19,17,46,14
DouglCh01 ,2008,Chris,Douglas-Roberts,NJN,N,44,582,216,14,36,50,52,12,7,31,34,176,81,62,51,12,3
DragiGo01 ,2008,Goran,Dragic,PHO,N,55,730,246,33,70,103,111,29,3,73,87,224,88,65,50,54,20
DudleJa01 ,2008,Jared,Dudley,CHR,N,20,427,108,25,34,59,19,18,2,10,40,96,45,24,15,8,3
DudleJa01 ,2008,Jared,Dudley,PHO,N,48,729,264,57,89,146,37,39,6,33,65,189,91,81,56,66,26
DudleJa01 ,2008,Jared,Dudley,TOT,N,68,1156,372,82,123,205,56,57,8,43,105,285,136,105,71,74,29
DUHONCH01 ,2008,Chris,Duhon,NYK,N,79,2913,880,45,201,246,566,72,7,221,126,681,287,209,179,325,127
DUNCATI01 ,2008,Tim,Duncan,SAS,N,75,2525,1450,201,599,800,264,38,126,165,173,1107,558,483,334,2,0
DUNLEMI02 ,2008,Mike,Dunleavy Jr.,IND,N,18,494,271,14,54,68,44,12,9,38,36,232,93,65,53,90,32
DuranKe01 ,2008,Kevin,Durant,OKC,N,74,2887,1871,77,405,482,205,96,53,225,134,1390,661,524,452,230,97
ELLISMO01 ,2008,Monta,Ellis,GSW,N,25,891,474,14,94,108,93,39,8,67,67,430,194,94,78,26,8
ELSONFR01 ,2008,Francisco,Elson,MIL,N,59,977,200,100,129,229,32,36,36,48,144,169,83,39,33,4,1
ELYME01   ,2008,Melvin,Ely,NOH,N,31,373,97,30,34,64,18,2,9,23,58,95,37,36,23,0,0
EVANSMA01 ,2008,Maurice,Evans,ATL,N,80,1841,574,88,155,243,54,50,10,43,163,482,208,73,60,248,98
EVANSRE01 ,2008,Reggie,Evans,PHI,N,79,1141,262,135,226,361,26,41,8,69,161,178,79,175,104,1,0
FarmaJo01 ,2008,Jordan,Farmar,LAL,N,65,1189,416,22,95,117,155,57,10,87,105,412,161,77,45,146,49
FarmeDe01 ,2008,Desmon,Farmer,SAS,N,3,54,13,0,6,6,2,0,0,4,6,14,4,2,2,12,3
FELTORA01 ,2008,Raymond,Felton,CHR,N,82,3083,1162,54,256,310,553,126,30,228,191,1083,442,272,219,207,59
FernaRu01 ,2008,Rudy,Fernandez,POR,N,78,1993,815,47,160,207,158,69,12,86,111,630,268,143,120,398,159
FesenKy01 ,2008,Kyrylo,Fesenko,UTA,N,21,156,49,14,23,37,4,7,15,9,35,36,21,21,7,0,0
FINLEMI01 ,2008,Michael,Finley,SAS,N,81,2336,784,26,244,270,114,37,17,61,82,689,301,62,51,319,131
FISHEDE01 ,2008,Derek,Fisher,LAL,N,82,2441,814,25,163,188,261,95,6,72,187,688,292,130,110,302,120
FORDTJ01  ,2008,T.J.,Ford,IND,N,74,2262,1106,59,200,259,392,89,16,180,180,913,413,281,245,104,35
FOSTEJE01 ,2008,Jeff,Foster,IND,N,74,1827,452,215,293,508,130,53,49,88,229,353,177,146,96,7,2
FoyeRa01  ,2008,Randy,Foye,MIN,N,70,2495,1139,34,180,214,303,72,26,150,201,981,399,272,230,308,111
FOYLEAD01 ,2008,Adonal,Foyle,MEM,N,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FOYLEAD01 ,2008,Adonal,Foyle,ORL,N,9,59,17,9,17,26,1,0,8,3,4,11,7,6,3,0,0
FOYLEAD01 ,2008,Adonal,Foyle,TOT,N,10,62,17,9,17,26,1,0,8,3,5,11,7,6,3,0,0
FRYECH01  ,2008,Channing,Frye,POR,N,63,747,263,41,99,140,24,17,16,29,106,267,113,36,26,33,11
GADZUDA01 ,2008,Dan,Gadzuric,MIL,N,67,940,271,95,160,255,39,32,43,41,162,244,117,68,37,2,0
GalliDa01 ,2008,Danilo,Gallinari,NYK,N,28,413,170,13,42,55,15,14,4,15,48,125,56,27,26,72,32
GARCIFR01 ,2008,Francisco,Garcia,SAC,N,65,1979,824,56,162,218,150,80,67,112,196,665,295,178,146,221,88
GardnTh01 ,2008,Thomas,Gardner,ATL,N,16,97,24,0,7,7,2,4,1,3,4,36,9,4,2,23,4
GARNEKE01 ,2008,Kevin,Garnett,BOS,N,57,1773,899,78,407,485,144,63,68,90,128,740,393,132,111,8,2
GasolMa01 ,2008,Marc,Gasol,MEM,N,82,2520,975,201,404,605,143,63,90,164,265,661,350,375,275,1,0
GASOLPA01 ,2008,Pau,Gasol,LAL,N,81,3006,1528,262,518,780,285,52,81,157,172,1045,592,439,343,2,1
GayRu01   ,2008,Rudy,Gay,MEM,N,79,2948,1493,109,328,437,135,98,59,203,221,1262,572,344,264,242,85
GEORGDE01 ,2008,Devean,George,DAL,N,43,709,147,25,53,78,15,23,11,17,57,142,54,22,17,76,22
GibsoDa01 ,2008,Daniel,Gibson,CLE,N,75,1792,586,31,124,155,132,44,16,61,163,527,206,86,66,283,108
GiddeJR01 ,2008,J.R.,Giddens,BOS,N,6,7,4,2,1,3,0,1,0,1,1,3,2,0,0,0,0
GILLED01  ,2008,Eddie,Gill,MIL,N,6,42,14,0,4,4,11,3,1,5,10,9,6,0,0,3,2
GINOBEM01 ,2008,Emmanuel,Ginobili,SAS,N,44,1185,683,24,174,198,157,64,16,88,90,491,223,190,168,209,69
GOMESRY01 ,2008,Ryan,Gomes,MIN,N,82,2613,1092,106,286,392,135,63,22,128,183,974,420,181,146,285,106
GOODEDR01 ,2008,Drew,Gooden,SAC,N,1,26,12,3,10,13,2,0,0,3,2,9,5,2,2,0,0
GOODEDR01 ,2008,Drew,Gooden,SAS,N,19,320,187,28,55,83,3,4,4,16,39,145,71,57,45,1,0
GOODEDR01 ,2008,Drew,Gooden,CHI,N,31,920,406,82,184,266,43,26,14,57,103,352,161,97,84,3,0
GOODEDR01 ,2008,Drew,Gooden,TOT,N,51,1266,605,113,249,362,48,30,18,76,144,506,237,156,131,4,0
GORDOBE01 ,2008,Ben,Gordon,CHI,N,82,2998,1699,52,231,283,279,71,22,200,184,1315,598,382,330,422,173
GordoEr01 ,2008,Eric,Gordon,LAC,N,78,2677,1252,45,156,201,215,78,35,164,172,901,411,350,299,337,131
GortaMa01 ,2008,Marcin,Gortat,ORL,N,63,794,239,96,190,286,14,18,53,25,111,187,106,45,26,1,1
GRAHAJO01 ,2008,Joey,Graham,TOR,N,78,1541,597,95,197,292,48,35,12,74,191,480,231,160,132,16,3
GRAHAST01 ,2008,Stephen,Graham,IND,N,52,688,282,21,75,96,33,10,4,45,82,256,106,62,50,66,20
GRANGDA01 ,2008,Danny,Granger,IND,N,67,2426,1728,49,292,341,183,69,97,165,207,1277,571,460,404,450,182
GrayAa01  ,2008,Aaron,Gray,CHI,N,56,720,196,84,136,220,46,14,18,40,135,167,81,59,34,1,0
GreenDo01 ,2008,Donte,Greene,SAC,N,55,727,209,19,67,86,30,16,14,37,68,236,77,34,29,100,26
GREENGE01 ,2008,Gerald,Green,DAL,N,38,378,199,14,40,54,15,10,5,33,51,180,79,32,27,46,14
GreenJe02 ,2008,Jeff,Green,OKC,N,78,2868,1290,120,399,519,155,81,33,173,202,1068,476,307,242,247,96
GREENWI01 ,2008,Willie,Green,PHI,N,81,1828,685,29,97,126,158,53,13,64,154,658,286,85,62,161,51
HaddaHa01 ,2008,Hamed,Haddadi,MEM,N,19,120,48,16,31,47,8,1,12,9,20,31,15,30,18,0,0
HairsMa01 ,2008,Malik,Hairston,SAS,N,15,155,50,11,17,28,13,6,7,12,19,49,24,7,2,1,0
