ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
BELLRA01  ,2006,Raja,Bell,PHO,N,78,2918,1143,48,203,251,196,50,22,83,233,950,410,152,118,496,205
BIBBYMI01 ,2006,Mike,Bibby,SAC,N,82,2784,1403,39,224,263,388,88,6,197,139,1166,471,347,288,481,173
BIEDRAN01 ,2006,Andris,Biedrins,GSW,N,82,2378,783,251,511,762,88,67,136,119,304,581,348,167,87,0,0
BILLUCH01 ,2006,Chauncey,Billups,DET,N,70,2537,1191,23,214,237,502,84,17,140,161,815,348,437,386,316,109
BLAKEST01 ,2006,Steve,Blake,MIL,N,33,582,120,7,38,45,84,10,3,28,49,129,45,20,11,68,19
BLAKEST01 ,2006,Steve,Blake,DEN,N,49,1643,408,14,109,123,324,51,5,101,72,380,164,44,32,140,48
BLAKEST01 ,2006,Steve,Blake,TOT,N,82,2225,528,21,147,168,408,61,8,129,121,509,209,64,43,208,67
BlaloWi01 ,2006,Will,Blalock,DET,N,14,166,25,6,9,15,17,5,0,12,9,30,9,6,6,5,1
BLATCAN01 ,2006,Andray,Blatche,WAS,N,56,683,206,77,114,191,39,17,32,49,94,197,86,49,30,27,4
BLOUNMA01 ,2006,Mark,Blount,MIN,N,82,2547,1010,136,369,505,67,43,58,159,239,839,427,195,147,31,9
BOGANKE01 ,2006,Keith,Bogans,ORL,N,59,992,298,16,77,93,59,28,2,46,98,245,99,63,47,137,53
BOGUTAN01 ,2006,Andrew,Bogut,MIL,N,66,2257,809,168,416,584,198,49,35,150,216,629,348,194,112,5,1
BONNEMA01 ,2006,Matt,Bonner,SAS,N,56,654,275,65,91,156,22,17,11,25,67,237,106,38,27,94,36
BooneJo01 ,2006,Josh,Boone,NJN,N,61,672,254,64,112,176,10,11,21,33,94,171,99,103,56,0,0
BOOTHCA01 ,2006,Calvin,Booth,WAS,N,44,380,69,27,54,81,18,4,29,9,71,66,31,10,6,2,1
BOOZECA01 ,2006,Carlos,Boozer,UTA,N,74,2564,1549,234,632,866,221,70,21,194,217,1153,647,372,255,0,0
BOSHCH01  ,2006,Chris,Bosh,TOR,N,69,2655,1561,186,555,741,175,39,90,179,163,1094,543,590,463,35,12
BOWENBR01 ,2006,Bruce,Bowen,SAS,N,82,2462,510,23,200,223,117,62,25,65,175,466,189,73,43,231,89
BOYKIEA01 ,2006,Earl,Boykins,DEN,N,31,877,472,23,40,63,132,25,2,52,31,378,156,131,119,110,41
BOYKIEA01 ,2006,Earl,Boykins,MIL,N,35,1154,489,26,50,76,159,31,0,68,61,391,167,114,101,129,54
BOYKIEA01 ,2006,Earl,Boykins,TOT,N,66,2031,961,49,90,139,291,56,2,120,92,769,323,245,220,239,95
BozemCe01 ,2006,Cedric,Bozeman,ATL,N,23,198,26,3,20,23,9,5,2,9,32,39,11,6,2,13,2
BRANDEL01 ,2006,Elton,Brand,LAC,N,80,3073,1642,268,476,744,235,77,179,202,238,1211,645,461,351,1,1
BreweRo02 ,2006,Ronnie,Brewer,UTA,N,56,671,260,37,38,75,24,37,6,24,44,193,102,83,56,9,0
BREZEPR01 ,2006,Primoz,Brezec,CHR,N,58,842,288,80,104,184,23,11,23,38,161,274,122,68,43,3,1
BrownAn01 ,2006,Andre,Brown,SEA,N,38,272,93,26,48,74,2,6,4,29,26,74,42,15,9,1,0
BROWNDE02 ,2006,Devin,Brown,NOO,N,58,1664,670,55,196,251,149,44,9,91,139,555,233,155,123,227,81
BrownDe03 ,2006,Dee.,Brown,UTA,N,49,450,94,8,32,40,83,22,7,31,51,98,32,37,24,28,6
BROWNKW01 ,2006,Kwame,Brown,LAL,N,41,1131,345,81,163,244,75,39,49,76,123,242,143,134,59,1,0
BROWNPJ01 ,2006,P.J.,Brown,CHI,N,72,1453,436,129,218,347,48,24,52,85,187,418,170,122,96,2,0
BrownSh01 ,2006,Shannon,Brown,CLE,N,23,200,73,6,15,21,10,7,3,14,24,74,28,14,10,25,7
BRYANKO01 ,2006,Kobe,Bryant,LAL,N,77,3142,2430,75,364,439,413,111,36,255,205,1757,813,768,667,398,137
BUCKNGR01 ,2006,Greg,Buckner,DAL,N,76,1374,305,35,123,158,70,46,7,40,152,299,123,34,27,103,32
BURKEPA01 ,2006,Pat,Burke,PHO,N,23,164,60,12,35,47,5,3,2,7,19,65,23,13,8,22,6
BUTLECA01 ,2006,Caron,Butler,WAS,N,63,2474,1203,147,320,467,233,134,17,181,188,975,451,328,283,72,18
BUTLEJA01 ,2006,Jackie,Butler,SAS,N,11,103,41,6,16,22,5,2,0,10,16,35,16,10,9,0,0
BUTLERA01 ,2006,Rasual,Butler,NOO,N,81,2225,818,42,214,256,63,40,54,67,148,788,314,87,56,363,134
BYNUMAN01 ,2006,Andrew,Bynum,LAL,N,82,1794,637,139,345,484,94,12,128,115,249,443,247,214,143,3,0
CALDEJO01 ,2006,Jose,Calderon,TOR,N,77,1615,668,21,113,134,387,63,5,110,136,505,263,143,117,75,25
CAMBYMA01 ,2006,Marcus,Camby,DEN,N,70,2372,785,164,652,816,223,87,232,122,183,659,312,221,161,2,0
CARDIBR01 ,2006,Brian,Cardinal,MEM,N,28,315,127,13,46,59,31,22,1,23,42,85,42,27,25,44,18
CarneRo01 ,2006,Rodney,Carney,PHI,N,67,1173,442,39,89,128,26,38,23,43,118,392,182,87,53,72,25
CARROMA01 ,2006,Matt,Carroll,CHR,N,72,1877,869,35,172,207,91,53,9,73,176,658,285,208,188,267,111
CARTEAN01 ,2006,Anthony,Carter,DEN,N,2,37,6,0,3,3,11,0,1,6,4,8,3,0,0,2,0
CARTEVI01 ,2006,Vince,Carter,NJN,N,82,3127,2070,114,378,492,393,82,30,217,266,1598,726,576,462,437,156
CASSESA01 ,2006,Sam,Cassell,LAC,N,58,1411,714,27,140,167,270,28,8,101,126,625,261,182,160,109,32
CATOKE01  ,2006,Kelvin,Cato,NYK,N,18,95,22,12,19,31,0,3,10,6,10,22,7,12,8,0,0
CHANDTY01 ,2006,Tyson,Chandler,NOO,N,73,2525,690,320,584,904,66,37,129,126,244,468,292,201,106,1,0
CHILDJO01 ,2006,Josh,Childress,ATL,N,55,2025,715,124,217,341,127,58,36,80,118,518,261,210,167,77,26
CHRISDO01 ,2006,Doug,Christie,LAC,N,7,82,13,3,8,11,8,3,1,5,11,17,5,3,2,6,1
CLAXTSP01 ,2006,Craig,Claxton,ATL,N,42,1052,221,12,69,81,185,72,4,75,131,278,91,60,33,28,6
COLLIJA03 ,2006,Jason,Collins,NJN,N,80,1845,169,90,226,316,46,40,38,73,273,151,55,127,59,2,0
COLLIJA04 ,2006,Jarron,Collins,UTA,N,82,920,204,71,100,171,60,13,8,37,147,170,75,83,54,0,0
ColliMa01 ,2006,Mardy,Collins,NYK,N,52,777,235,28,76,104,83,32,3,57,75,228,87,82,48,47,13
COLLINI01 ,2006,Nick,Collison,SEA,N,82,2379,790,229,437,666,82,48,66,123,290,636,318,199,154,2,0
ConroWi01 ,2006,Will,Conroy,MEM,N,3,16,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0
ConroWi01 ,2006,Will,Conroy,LAC,N,4,35,0,2,3,5,8,0,0,2,6,3,0,4,0,0,0
ConroWi01 ,2006,Will,Conroy,TOT,N,7,51,0,3,4,7,9,0,0,2,7,3,0,4,0,0,0
COOKBR01  ,2006,Brian,Cook,LAL,N,65,1017,450,62,154,216,65,25,26,51,134,409,185,47,34,115,46
CRAWFJA01 ,2006,Jamal,Crawford,NYK,N,59,2198,1039,44,145,189,259,57,8,162,114,886,354,272,228,322,103
CROSHAU01 ,2006,Austin,Croshere,DAL,N,61,727,227,33,153,186,44,14,6,33,68,222,78,52,45,91,26
CURRYED01 ,2006,Eddy,Curry,NYK,N,81,2850,1576,195,376,571,68,34,40,295,265,1016,585,659,405,1,1
DALEMSA01 ,2006,Samuel,Dalembert,PHI,N,82,2540,879,239,494,733,64,47,159,161,286,658,356,224,167,2,0
DAMPIER01 ,2006,Erick,Dampier,DAL,N,76,1914,537,217,349,566,44,24,82,107,239,334,209,191,119,0,0
DANIEAN01 ,2006,Antonio,Daniels,WAS,N,80,1764,571,18,133,151,290,39,9,69,79,390,172,250,208,63,19
DANIEMA01 ,2006,Marquis,Daniels,IND,N,45,800,320,26,56,82,57,27,7,55,56,281,129,80,56,26,6
DAVISBA01 ,2006,Baron,Davis,GSW,N,63,2222,1264,51,225,276,509,135,29,193,181,1030,452,369,275,280,85
DAVISDA01 ,2006,Dale,Davis,DET,N,46,461,83,59,78,137,12,10,34,15,59,74,33,26,17,0,0
DavisPa01 ,2006,Paul,Davis,LAC,N,31,179,51,21,23,44,7,6,5,8,28,52,22,10,7,0,0
DAVISRI01 ,2006,Ricky,Davis,MIN,N,81,3021,1374,54,261,315,385,80,23,210,189,1089,506,285,239,310,123
DELFICA01 ,2006,Carlos,Delfino,DET,N,82,1373,428,67,199,266,88,46,8,61,97,376,156,89,70,138,46
DENGLU01  ,2006,Luol,Deng,CHI,N,82,3074,1540,148,431,579,204,97,48,153,167,1218,630,359,279,7,1
DiawaYa01 ,2006,Yakhouba,Diawara,DEN,N,64,1178,284,27,83,110,55,30,7,37,132,292,100,53,35,170,49
DIAWBO01  ,2006,Boris,Diaw,PHO,N,73,2275,709,91,226,317,352,28,38,154,177,569,306,120,82,45,15
DICKADA01 ,2006,Dan,Dickau,POR,N,50,445,166,7,36,43,70,14,1,27,55,151,54,53,42,61,16
DIENETR01 ,2006,Travis,Diener,ORL,N,26,286,98,3,15,18,35,4,0,13,27,80,34,15,12,50,18
DIOGUIK01 ,2006,Ike,Diogu,IND,N,42,537,243,54,86,140,20,5,15,49,87,183,83,96,77,0,0
DIOGUIK01 ,2006,Ike,Diogu,GSW,N,17,222,123,21,42,63,5,3,11,18,35,83,44,44,35,0,0
DIOGUIK01 ,2006,Ike,Diogu,TOT,N,59,759,366,75,128,203,25,8,26,67,122,266,127,140,112,0,0
DIOPDE01  ,2006,DeSagana,Diop,DAL,N,81,1476,190,166,272,438,30,40,113,63,244,151,71,86,48,1,0
DIXONJU01 ,2006,Juan,Dixon,TOR,N,26,684,288,11,62,73,41,27,2,24,65,259,110,44,41,83,27
DIXONJU01 ,2006,Juan,Dixon,POR,N,55,1243,490,16,69,85,82,49,7,77,112,444,189,72,60,143,52
DIXONJU01 ,2006,Juan,Dixon,TOT,N,81,1927,778,27,131,158,123,76,9,101,177,703,299,116,101,226,79
DOLEAMI01 ,2006,Michael,Doleac,MIA,N,56,699,200,44,111,155,22,18,15,30,96,175,82,41,36,1,0
DOOLIKE01 ,2006,Keyon,Dooling,ORL,N,66,1437,521,22,64,86,112,52,15,72,125,458,188,141,114,96,31
DoubyQu01 ,2006,Quincy,Douby,SAC,N,42,359,119,11,26,37,15,15,4,15,21,126,48,15,11,50,12
DUHONCH01 ,2006,Chris,Duhon,CHI,N,78,1907,558,23,146,169,310,69,6,105,150,483,197,101,76,245,88
DUNCATI01 ,2006,Tim,Duncan,SAS,N,80,2728,1599,213,632,845,273,66,190,223,203,1131,618,568,362,9,1
DUNLEMI02 ,2006,Mike,Dunleavy Jr.,GSW,N,39,1052,446,40,147,187,117,38,12,71,83,370,166,101,78,104,36
DUNLEMI02 ,2006,Mike,Dunleavy Jr.,IND,N,43,1531,603,44,200,244,111,46,10,78,120,480,218,168,133,120,34
DUNLEMI02 ,2006,Mike,Dunleavy Jr.,TOT,N,82,2583,1049,84,347,431,228,84,22,149,203,850,384,269,211,224,70
DUPRERO01 ,2006,Ronald,Dupree,DET,N,19,92,25,5,12,17,5,5,1,3,12,31,11,9,3,0,0
ELLISMO01 ,2006,Monta,Ellis,GSW,N,77,2640,1272,62,181,243,319,132,21,221,210,1010,480,358,273,143,39
ELSONFR01 ,2006,Francisco,Elson,SAS,N,70,1333,350,81,255,336,55,31,59,86,184,282,144,80,62,2,0
ELYME01   ,2006,Melvin,Ely,CHR,N,24,245,70,12,27,39,14,2,6,24,39,60,23,35,24,0,0
ELYME01   ,2006,Melvin,Ely,SAS,N,6,65,19,3,11,14,4,4,2,5,12,20,6,12,7,0,0
ELYME01   ,2006,Melvin,Ely,TOT,N,30,310,89,15,38,53,18,6,8,29,51,80,29,47,31,0,0
EVANSMA01 ,2006,Maurice,Evans,LAL,N,76,1736,638,93,128,221,74,38,14,57,126,542,234,155,122,133,48
EVANSRE01 ,2006,Reggie,Evans,DEN,N,66,1129,325,156,304,460,45,42,16,95,143,215,117,183,91,0,0
EWINGDA01 ,2006,Daniel,Ewing,LAC,N,61,711,179,9,64,73,90,32,4,50,62,161,65,45,35,44,14
FarmaJo01 ,2006,Jordan,Farmar,LAL,N,71,1086,320,22,96,118,135,43,7,73,74,294,124,38,27,137,45
FarmeDe01 ,2006,Desmon,Farmer,SEA,N,8,32,13,0,1,1,9,1,0,1,2,15,5,1,1,8,2
FELTORA01 ,2006,Raymond,Felton,CHR,N,78,2837,1093,51,216,267,545,118,10,230,180,1024,393,256,204,312,103
FINLEMI01 ,2006,Michael,Finley,SAS,N,82,1820,740,34,189,223,108,32,16,46,76,663,273,98,90,286,104
FISHEDE01 ,2006,Derek,Fisher,UTA,N,82,2286,826,30,119,149,274,83,6,120,234,675,258,307,262,156,48
FORDTJ01  ,2006,T.J.,Ford,TOR,N,75,2244,1047,53,183,236,595,101,8,231,186,902,393,293,240,69,21
FORTSDA01 ,2006,Danny,Fortson,SEA,N,14,158,40,13,30,43,1,1,0,15,38,30,15,13,10,1,0
FOSTEJE01 ,2006,Jeff,Foster,IND,N,75,1742,322,252,356,608,57,62,37,70,202,259,122,122,78,1,0
FoyeRa01  ,2006,Randy,Foye,MIN,N,82,1876,832,49,169,218,232,53,21,152,184,691,300,192,164,185,68
FOYLEAD01 ,2006,Adonal,Foyle,GSW,N,48,479,107,51,75,126,19,11,50,23,61,85,48,25,11,0,0
FRANCST01 ,2006,Steve,Francis,NYK,N,44,1237,497,33,124,157,170,40,12,100,126,343,140,211,175,111,42
FREIJMA01 ,2006,Matt,Freije,ATL,N,19,146,40,8,16,24,7,3,1,3,13,54,16,6,5,22,3
FRYECH01  ,2006,Channing,Frye,NYK,N,72,1897,684,91,304,395,67,37,42,100,216,689,298,108,85,18,3
GADZUDA01 ,2006,Dan,Gadzuric,MIL,N,54,841,258,94,152,246,29,22,32,49,141,228,108,90,42,1,0
GarbaJo01 ,2006,Jorge,Garbajosa,TOR,N,67,1906,567,48,282,330,125,78,15,64,90,529,222,78,57,193,66
GARCIFR01 ,2006,Francisco,Garcia,SAC,N,79,1408,474,53,152,205,87,45,43,70,190,380,163,114,95,149,53
GARNEKE01 ,2006,Kevin,Garnett,MIN,N,76,2999,1704,183,792,975,313,89,126,205,184,1341,638,498,416,56,12
GARRIPA01 ,2006,Pat,Garrity,ORL,N,33,277,71,12,30,42,14,7,0,14,37,70,22,18,16,32,11
GASOLPA01 ,2006,Pau,Gasol,MEM,N,59,2133,1226,149,432,581,201,29,126,162,137,858,462,400,299,11,3
GayRu01   ,2006,Rudy,Gay,MEM,N,78,2107,846,93,254,347,100,70,74,140,192,760,321,209,152,143,52
GelabMi01 ,2006,Mickael,Gelabale,SEA,N,70,1235,321,59,114,173,56,24,22,49,108,264,122,82,66,47,11
GEORGDE01 ,2006,Devean,George,DAL,N,60,1283,381,57,156,213,33,46,23,51,143,369,146,48,36,149,53
GibsoDa01 ,2006,Daniel,Gibson,CLE,N,60,990,276,28,64,92,69,23,8,44,94,231,98,39,28,124,52
GINOBEM01 ,2006,Emmanuel,Ginobili,SAS,N,75,2064,1240,59,268,327,263,109,27,157,155,854,396,372,320,323,128
GIRICGO01 ,2006,Gordan,Giricek,UTA,N,61,1190,475,24,105,129,63,28,5,64,122,381,176,87,71,122,52
GlyniAn01 ,2006,Andreas,Glyniadakis,SEA,N,13,80,17,2,6,8,1,0,0,9,19,17,8,2,1,0,0
GOMESRY01 ,2006,Ryan,Gomes,BOS,N,73,2274,881,125,282,407,119,48,13,105,169,723,338,233,189,42,16
GOODEDR01 ,2006,Drew,Gooden,CLE,N,80,2239,885,263,418,681,88,70,28,115,210,784,371,199,142,6,1
GORDOBE01 ,2006,Ben,Gordon,CHI,N,82,2704,1753,34,223,257,296,63,17,249,252,1338,609,440,380,375,155
GRAHAJO01 ,2006,Joey,Graham,TOR,N,79,1323,503,55,193,248,44,29,4,49,161,388,192,131,110,31,9
GRAHAST01 ,2006,Stephen,Graham,POR,N,14,165,45,6,15,21,5,4,1,13,25,40,17,9,8,11,3
GRANGDA01 ,2006,Danny,Granger,IND,N,82,2789,1142,114,267,381,114,66,61,135,245,867,398,294,236,288,110
GREENGE01 ,2006,Gerald,Green,BOS,N,81,1779,843,68,140,208,83,41,25,120,198,739,310,159,128,258,95
GREENOR01 ,2006,Orien,Greene,IND,N,41,254,63,12,32,44,22,17,4,28,38,62,23,25,15,11,2
GREENWI01 ,2006,Willie,Green,PHI,N,74,1846,839,42,116,158,112,56,4,106,144,868,357,111,74,157,51
GreerLy01 ,2006,Lynn,Greer,MIL,N,41,438,167,2,25,27,53,17,1,18,32,141,61,32,27,52,18
GRIFFAD01 ,2006,Adrian,Griffin,CHI,N,54,585,137,41,69,110,59,33,4,38,78,129,61,19,15,6,0
GRIFFED01 ,2006,Eddie,Griffin,MIN,N,13,91,18,7,18,25,4,0,7,6,8,27,7,5,4,1,0
HallMi01  ,2006,Mike,Hall,WAS,N,2,13,2,1,1,2,1,0,0,0,1,4,1,0,0,0,0
HAMILRI01 ,2006,Richard,Hamilton,DET,N,75,2761,1485,75,207,282,285,59,15,159,232,1170,547,403,347,129,44
HARPRMA01 ,2006,Matt,Harpring,UTA,N,77,1967,894,117,236,353,99,52,11,118,232,656,322,309,237,39,13
HARRIAL01 ,2006,Al,Harrington,IND,N,36,1209,572,71,155,226,51,25,10,91,115,487,223,101,72,118,54
HARRIAL01 ,2006,Al,Harrington,GSW,N,42,1356,713,80,190,270,98,40,14,78,153,597,272,141,96,175,73
HARRIAL01 ,2006,Al,Harrington,TOT,N,78,2565,1285,151,345,496,149,65,24,169,268,1084,495,242,168,293,127
HARRIDA01 ,2006,David,Harrison,IND,N,24,191,71,9,33,42,6,5,12,26,47,58,30,22,11,0,0
HARRIDE01 ,2006,Devin,Harris,DAL,N,80,2088,813,45,151,196,296,96,21,146,242,593,292,261,215,50,14
HARRILO01 ,2006,Junior,Harrington,MEM,N,29,543,152,12,56,68,89,21,5,52,79,137,57,46,31,26,7
HARRIOT01 ,2006,Othella,Harrington,CHR,N,26,224,67,13,25,38,6,1,1,15,49,56,25,22,17,0,0
HARTJA01  ,2006,Jason,Hart,SAC,N,13,100,43,2,13,15,10,3,0,4,23,30,15,11,10,6,3
HARTJA01  ,2006,Jason,Hart,LAC,N,23,747,206,12,71,83,93,41,1,34,60,194,85,36,32,23,4
HARTJA01  ,2006,Jason,Hart,TOT,N,36,847,249,14,84,98,103,44,1,38,83,224,100,47,42,29,7
HASLEUD01 ,2006,Udonis,Haslem,MIA,N,79,2487,844,188,466,654,97,49,26,110,236,717,353,203,138,4,0
HASSETR01 ,2006,Trenton,Hassell,MIN,N,76,2219,514,83,160,243,203,22,26,80,144,444,218,92,72,25,6
HAYESCH01 ,2006,Chuck,Hayes,HOU,N,78,1716,439,204,317,521,47,70,18,64,281,335,192,89,55,0,0
HAYESJA01 ,2006,Jarvis,Hayes,WAS,N,81,1627,585,42,168,210,80,48,13,56,160,546,224,84,71,183,66
HAYWOBR01 ,2006,Brendan,Haywood,WAS,N,77,1741,511,195,282,477,47,34,88,90,208,355,198,210,115,0,0
HEADLU01  ,2006,Luther,Head,HOU,N,80,2209,875,31,221,252,194,76,5,137,133,701,307,105,83,402,178
HENDEAL01 ,2006,Alan,Henderson,PHI,N,38,418,119,48,59,107,10,9,12,12,62,67,43,47,33,0,0
HerrmWa01 ,2006,Walter,Herrmann,CHR,N,48,937,442,28,111,139,26,17,7,32,76,330,174,53,41,115,53
HILARMA01 ,2006,Nene,Hilario,DEN,N,64,1717,783,150,299,449,77,62,58,127,209,516,294,283,195,1,0
HILLGR01  ,2006,Grant,Hill,ORL,N,65,2010,934,53,184,237,138,61,25,144,146,660,342,324,248,12,2
HINRIKI01 ,2006,Kirk,Hinrich,CHI,N,80,2841,1327,32,242,274,500,100,23,191,274,1061,475,285,237,337,140
HiteRo01  ,2006,Robert,Hite,MIA,N,12,136,51,4,12,16,8,3,2,6,8,60,19,12,8,23,5
HODGEJU01 ,2006,Julius,Hodge,MIL,N,5,27,9,1,4,5,2,1,0,2,3,7,4,2,1,0,0
HODGEJU01 ,2006,Julius,Hodge,DEN,N,3,35,6,1,2,3,10,3,0,1,3,5,2,2,2,0,0
HODGEJU01 ,2006,Julius,Hodge,TOT,N,8,62,15,2,6,8,12,4,0,3,6,12,6,4,3,0,0
HolliRy01 ,2006,Ryan,Hollins,CHR,N,27,185,64,11,20,31,1,4,7,16,40,36,20,40,24,0,0
HORRYRO01 ,2006,Robert,Horry,SAS,N,68,1127,268,73,156,229,77,45,41,44,105,251,90,64,38,149,50
HOUSEED01 ,2006,Eddie,House,NJN,N,56,943,468,14,78,92,67,27,3,27,69,421,180,36,33,175,75
HOWARDW01 ,2006,Dwight,Howard,ORL,N,82,3025,1443,283,725,1008,158,70,156,317,245,873,526,666,390,2,1
HOWARJO01 ,2006,Josh,Howard,DAL,N,70,2458,1323,131,345,476,127,82,56,123,180,1076,494,294,243,239,92
HOWARJU01 ,2006,Juwan,Howard,HOU,N,80,2127,773,138,332,470,131,29,8,112,205,665,309,188,155,0,0
HUDSOTR01 ,2006,Troy,Hudson,MIN,N,34,557,202,8,40,48,73,14,2,40,23,195,74,32,26,80,28
HUGHELA01 ,2006,Larry,Hughes,CLE,N,70,2597,1045,41,226,267,256,89,26,154,164,953,381,309,209,222,74
HUMPHKR01 ,2006,Kris,Humphries,TOR,N,60,668,227,78,109,187,18,13,21,32,97,185,87,79,53,0,0
HUNTELI01 ,2006,Lindsey,Hunter,DET,N,52,746,256,9,38,47,93,34,7,35,56,244,94,33,30,119,38
HUNTEST01 ,2006,Steven,Hunter,PHI,N,70,1604,450,114,221,335,26,13,76,65,137,326,188,151,74,0,0
IGUODAN01 ,2006,Andre,Iguodala,PHI,N,76,3062,1386,77,357,434,432,152,33,261,200,991,443,551,452,155,48
ILGAUZY01 ,2006,Zydrunas,Ilgauskas,CLE,N,78,2134,925,242,357,599,123,48,98,141,257,793,385,192,155,1,0
IlicMi01  ,2006,Mile,Ilic,NJN,N,5,5,0,0,1,1,0,0,0,3,1,3,0,0,0,0,0
IlyasEr01 ,2006,Ersan,Ilyasova,MIL,N,66,976,402,58,131,189,49,27,17,51,147,363,139,89,70,148,54
